Red Mean,Red Var,Red Entropy,Red Histogram,Green Mean,Green Var,Green Entropy,Green Histogram,Blue Mean,Blue Var,Blue Entropy,Blue Histogram,Brown Mean,Brown Var,Brown Entropy,Brown Histogram,PCA,Cell Count,Num Blobs
179.0747083365958,1921.4295144687405,11.367848794959706,204.0,170.94911690025842,2212.668085734827,11.358190087584395,202.0,178.14088209304143,1596.1474098727995,11.372237658487851,199.66666666666663,-0.3799775017875077,0.0005931334288957775,11.398742842865293,-0.3930106202629437,15074.074690390249,4,12
191.57452377490185,1565.206873920311,11.376352308133173,220.66666666666663,182.31560049663875,1772.9108883791828,11.369219479624672,196.33333333333331,185.07172179282108,1387.0770139021313,11.376765641046234,198.0,-0.3815409196989045,0.0005319994945645944,11.398972270109427,-0.4145135970943554,9821.234738588297,4,6
177.9089160076509,1742.8974542012988,11.3701614730421,194.33333333333331,163.73146832809476,2142.2470706161293,11.355301723690665,182.66666666666663,164.0979295533607,1897.3680565850532,11.360509028189604,179.66666666666663,-0.3665955245233804,0.0008929976864749476,11.397440944433374,-0.4112004200802208,19096.112266766486,9,14
187.59855035178575,1300.1501098659478,11.37995786001529,198.66666666666663,178.28466124539997,1580.869594925849,11.371442311240553,190.66666666666663,180.63014955089992,1395.8031777597619,11.375249197281905,194.0,-0.37877591559484897,0.0006265878797806633,11.398595991200905,-0.3877440686635588,11871.184188973171,5,7
175.5796915023322,2047.1516480564153,11.364843549467965,207.0,168.78388384917398,2323.7104889190273,11.354696729488015,202.0,178.52299191284214,1610.1914854433746,11.37075776713415,195.66666666666663,-0.3817877483512697,0.0006031294529867264,11.39869052460583,-0.3937449610626765,15967.660232853992,6,6
170.99259516112798,2058.689825594755,11.361802987420981,204.33333333333331,164.52921108265008,2252.292658530192,11.352219133349381,198.33333333333331,175.49346204181163,1585.5593833241626,11.368686890679033,199.33333333333331,-0.3807747889962925,0.0005745534754154521,11.398770593073777,-0.3915033559048856,18046.611740883982,2,5
129.74825784946478,6505.400681101552,11.17871599193824,18.33333333333333,120.71527164125679,7023.32999898914,11.11860232256114,11.0,125.10634109238151,6592.865292504946,11.157224359168428,19.0,-0.3449772718043353,0.002575868211922289,11.389941568961722,-0.2799443345055101,41957.94030103623,5,13
171.5401170009284,2272.132150315725,11.358448202699144,197.0,162.06041319448332,2691.983699380729,11.342571714595225,195.33333333333331,168.50992718202258,2073.315840310801,11.358219992358325,190.66666666666663,-0.3735007993029795,0.0008315043596225409,11.397763136039533,-0.3824659808003965,19522.5238715399,6,11
174.72399637587947,2335.496902837494,11.357202348440573,206.33333333333331,167.043019653024,2750.978160718722,11.340597772567033,193.33333333333331,173.85859218576977,2332.735051312765,11.351584601618613,197.33333333333331,-0.3771023112997314,0.0010235660603830287,11.397052564764302,-0.3904646156195303,17227.489074561152,8,11
183.78388384917398,1745.9697253928916,11.372683644161587,210.0,178.31522018769363,1865.8007156507267,11.368340464475848,202.33333333333331,187.93606335499604,1077.7648856068408,11.384009830275224,204.33333333333331,-0.3877012996399402,0.00028737885184947374,11.399894816960066,-0.395177118841637,11103.557332913233,1,3
165.43165065267726,2135.7936779377537,11.358390459512165,178.33333333333337,155.09733671882861,2408.2345273081146,11.343608775223029,164.0,161.75664701737117,1951.0613260758814,11.356089655039776,179.66666666666663,-0.3694625873379002,0.0008524537822079932,11.397605700406025,-0.3853564489060022,22939.98043937886,10,13
135.5587521392378,1183.1288649387438,11.368985144461336,119.33333333333331,126.56126888960974,1212.0217743611051,11.36292460910022,111.0,147.17991968769925,695.8043085851764,11.383868090908905,138.66666666666666,-0.3686623553261842,0.0002378764070530083,11.39998395836112,-0.3662620309067093,35485.99052744291,2,4
161.69358284582947,2010.8241519499632,11.359586970257174,184.33333333333331,152.01949642621446,2284.872037423844,11.34574952178442,176.0,159.61447858525077,1821.9778818907987,11.359396565624571,176.0,-0.3689645406103854,0.0007887380618988934,11.397862323404741,-0.38433868194917936,24622.20647922908,8,11
189.26783816735832,1575.0652410496814,11.375852816085224,218.66666666666663,177.09178868245323,2049.825402199884,11.361909826397865,194.0,176.02016755964695,2020.2608095870291,11.361713508717658,198.0,-0.373330084124114,0.0009432612656220492,11.397351266932535,-0.412405714984544,12684.859142787669,10,13
162.80764197268488,2464.493652408857,11.35029558908776,192.66666666666663,152.87833469424282,2861.1919290217024,11.332087440550005,184.66666666666663,158.24092571671454,2343.872772127692,11.346890572610832,185.0,-0.3668341028651476,0.0009836171295056649,11.397090698741597,-0.4033494993962287,24544.16500233145,9,14
164.58476974530487,1745.6478766734735,11.367214823619143,194.33333333333331,156.83726132817307,1900.2773046729185,11.359602846996292,189.0,169.06656525094797,1285.1882067336114,11.375853620907895,179.33333333333337,-0.3774372033916764,0.0004599092958450674,11.399204613587296,-0.3802355633357026,21596.658909917907,4,5
227.28258073175914,617.9641856687687,11.394052979002181,240.66666666666663,224.7725193230501,689.6325178182892,11.393004252284632,240.33333333333331,227.02993255109004,505.7483685919988,11.395395793677235,242.0,-0.4064790004074735,0.00016330709624614304,11.400380381905524,-0.4203319395083434,-11007.486592102156,1,1
150.67719600451898,2751.04839095194,11.335824371063248,197.33333333333331,135.1991252894263,3464.380858956808,11.294231791831793,190.66666666666663,134.36732251317102,3234.383826757977,11.297539457023252,175.66666666666663,-0.3472340142089877,0.001561269460905426,11.394244101336955,-0.3817800237156678,33895.109044433084,29,19
175.19433787094104,1896.4887369697242,11.367054869337823,204.66666666666663,167.37014127358754,2199.032702711555,11.356111567569974,200.33333333333331,174.99307614008788,1667.173149227981,11.368481858833585,194.33333333333331,-0.3784335213844399,0.0006898425028164764,11.398343138924641,-0.3938761666710449,16693.538144358197,5,10
171.68090960951218,2085.9018389999055,11.362424380468367,218.66666666666663,165.52134763593247,2281.010095055277,11.353762698074483,191.0,176.57129114886857,1662.6808634787385,11.369215053045082,189.0,-0.3814806601496797,0.0006243304748277808,11.398622077292881,-0.4136078296764509,17448.5788834872,4,10
153.6750036353061,2640.625342340956,11.339652987968694,199.66666666666663,138.49060972472344,3141.587189929239,11.30612008593392,180.66666666666663,138.65531705461908,2709.2738738385265,11.31726507034699,172.33333333333337,-0.35076728196359697,0.0012328125844259267,11.395709030220013,-0.3783729398156814,31926.1851510523,20,21
241.3781165758772,108.2399542205238,11.399898934893322,244.0,241.2082638896657,111.99706194157015,11.399861354537432,244.0,241.5005313139674,77.5705666017448,11.400190545415256,244.0,-0.4140219954221223,2.205499624318532e-05,11.4008220498813,-0.4152495360716026,-18747.136241707758,0,0
190.0003579378307,1806.9139941225046,11.3724684988767,219.0,179.7814565832597,2204.172460025321,11.360965997941765,193.33333333333331,181.35469401908256,1927.8042824202741,11.366528769325376,200.33333333333331,-0.3783107903793062,0.0008125109331237168,11.397925270106807,-0.4130059793779337,11027.121141146856,5,15
174.67799017908078,1783.6400261884696,11.367747508042665,198.0,164.7673180389481,1955.2329811729867,11.358937091904812,189.33333333333331,169.7384481157929,1396.0096769867405,11.37262207429713,187.66666666666663,-0.3737456204571334,0.0005080814845505724,11.398989354903723,-0.3853382496518887,18302.468443373302,4,10
147.54039663985859,1566.2836026166954,11.36413052911325,123.66666666666669,139.288688045995,1621.2916662030732,11.35755380786543,114.33333333333331,155.57558640283662,903.5214536177764,11.380802183852696,147.33333333333334,-0.37170413372986816,0.00026910097344737564,11.399880243463711,-0.3736008292475429,29791.304563353337,3,3
