Red Mean,Red Var,Red Entropy,Red Histogram,Green Mean,Green Var,Green Entropy,Green Histogram,Blue Mean,Blue Var,Blue Entropy,Blue Histogram,Brown Mean,Brown Var,Brown Entropy,Brown Histogram,PCA,Cell Count
179.0747083365958,1921.4295144687405,11.367848794959706,204.0,170.9491169002584,2212.668085734827,11.358190087584395,202.0,178.14088209304145,1596.1474098727995,11.372237658487851,199.66666666666666,-0.3799775017875077,0.0005931334288957775,11.398742842865293,-0.3930106202629437,15074.074690390247,4
191.57452377490185,1565.206873920311,11.376352308133173,220.66666666666666,182.31560049663875,1772.9108883791828,11.369219479624672,196.33333333333334,185.0717217928211,1387.0770139021313,11.376765641046232,198.0,-0.38154091969890447,0.0005319994945645943,11.398972270109429,-0.4145135970943554,9821.234738588295,4
177.90891600765093,1742.8974542012988,11.370161473042101,194.33333333333334,163.73146832809476,2142.2470706161293,11.355301723690665,182.66666666666666,164.0979295533607,1897.3680565850534,11.360509028189604,179.66666666666666,-0.3665955245233804,0.0008929976864749477,11.397440944433374,-0.41120042008022084,19096.112266766486,9
187.59855035178578,1300.1501098659478,11.37995786001529,198.66666666666666,178.28466124539995,1580.869594925849,11.371442311240557,190.66666666666666,180.6301495508999,1395.803177759762,11.375249197281905,194.0,-0.378775915594849,0.0006265878797806633,11.398595991200905,-0.38774406866355876,11871.18418897317,5
175.5796915023322,2047.1516480564155,11.364843549467965,207.0,168.78388384917395,2323.710488919027,11.354696729488014,202.0,178.52299191284214,1610.1914854433744,11.370757767134148,195.66666666666666,-0.3817877483512697,0.0006031294529867264,11.39869052460583,-0.3937449610626765,15967.660232853992,6
170.99259516112795,2058.689825594755,11.36180298742098,204.33333333333334,164.52921108265008,2252.2926585301916,11.35221913334938,198.33333333333334,175.49346204181163,1585.5593833241624,11.368686890679033,199.33333333333334,-0.38077478899629247,0.0005745534754154521,11.39877059307378,-0.39150335590488555,18046.61174088398,2
129.74825784946478,6505.400681101553,11.17871599193824,18.333333333333332,120.7152716412568,7023.329998989141,11.118602322561141,11.0,125.10634109238151,6592.865292504946,11.157224359168428,19.0,-0.34497727180433535,0.0025758682119222886,11.389941568961722,-0.2799443345055101,41957.94030103623,5
171.5401170009284,2272.1321503157255,11.358448202699144,197.0,162.0604131944833,2691.9836993807294,11.342571714595223,195.33333333333334,168.50992718202258,2073.315840310801,11.358219992358324,190.66666666666666,-0.3735007993029795,0.0008315043596225409,11.397763136039533,-0.38246598080039645,19522.5238715399,6
174.72399637587947,2335.496902837494,11.357202348440572,206.33333333333334,167.043019653024,2750.978160718722,11.340597772567033,193.33333333333334,173.85859218576974,2332.735051312765,11.351584601618613,197.33333333333334,-0.37710231129973143,0.0010235660603830287,11.397052564764302,-0.39046461561953033,17227.489074561152,8
183.78388384917395,1745.9697253928916,11.372683644161587,210.0,178.31522018769365,1865.8007156507265,11.36834046447585,202.33333333333334,187.93606335499604,1077.7648856068408,11.384009830275222,204.33333333333334,-0.3877012996399402,0.00028737885184947374,11.399894816960066,-0.39517711884163703,11103.557332913231,1
165.43165065267726,2135.793677937754,11.358390459512165,178.33333333333334,155.09733671882864,2408.2345273081146,11.34360877522303,164.0,161.75664701737117,1951.0613260758819,11.356089655039776,179.66666666666666,-0.3694625873379002,0.0008524537822079932,11.397605700406025,-0.3853564489060022,22939.980439378865,10
135.5587521392378,1183.1288649387438,11.368985144461336,119.33333333333333,126.56126888960974,1212.0217743611051,11.362924609100219,111.0,147.17991968769925,695.8043085851764,11.383868090908905,138.66666666666666,-0.3686623553261842,0.00023787640705300828,11.399983958361119,-0.3662620309067093,35485.99052744291,2
161.69358284582947,2010.824151949963,11.359586970257176,184.33333333333334,152.01949642621446,2284.872037423844,11.34574952178442,176.0,159.61447858525074,1821.9778818907982,11.35939656562457,176.0,-0.3689645406103854,0.0007887380618988935,11.397862323404741,-0.38433868194917936,24622.206479229084,8
189.26783816735832,1575.0652410496816,11.375852816085226,218.66666666666666,177.09178868245323,2049.8254021998837,11.361909826397865,194.0,176.02016755964698,2020.260809587029,11.361713508717658,198.0,-0.373330084124114,0.0009432612656220493,11.397351266932537,-0.412405714984544,12684.859142787667,10
162.80764197268488,2464.4936524088575,11.350295589087759,192.66666666666666,152.8783346942428,2861.1919290217024,11.332087440550005,184.66666666666666,158.24092571671457,2343.8727721276914,11.346890572610832,185.0,-0.3668341028651476,0.0009836171295056649,11.397090698741597,-0.4033494993962287,24544.165002331447,9
164.58476974530487,1745.6478766734735,11.367214823619145,194.33333333333334,156.83726132817307,1900.2773046729183,11.359602846996292,189.0,169.06656525094797,1285.1882067336117,11.375853620907895,179.33333333333334,-0.37743720339167636,0.0004599092958450674,11.399204613587294,-0.3802355633357026,21596.658909917907,4
227.28258073175914,617.9641856687686,11.394052979002181,240.66666666666666,224.7725193230501,689.6325178182891,11.39300425228463,240.33333333333334,227.02993255109004,505.7483685919988,11.395395793677235,242.0,-0.40647900040747353,0.00016330709624614304,11.400380381905524,-0.4203319395083434,-11007.486592102156,1
150.67719600451898,2751.04839095194,11.33582437106325,197.33333333333334,135.1991252894263,3464.380858956808,11.294231791831795,190.66666666666666,134.367322513171,3234.383826757977,11.29753945702325,175.66666666666666,-0.3472340142089877,0.001561269460905426,11.394244101336955,-0.3817800237156678,33895.109044433084,29
175.19433787094104,1896.4887369697237,11.367054869337824,204.66666666666666,167.37014127358754,2199.032702711555,11.356111567569974,200.33333333333334,174.9930761400879,1667.173149227981,11.368481858833585,194.33333333333334,-0.3784335213844399,0.0006898425028164764,11.39834313892464,-0.3938761666710449,16693.538144358197,5
171.68090960951218,2085.9018389999055,11.362424380468369,218.66666666666666,165.52134763593247,2281.010095055277,11.353762698074483,191.0,176.57129114886857,1662.6808634787383,11.369215053045082,189.0,-0.38148066014967974,0.0006243304748277808,11.398622077292881,-0.41360782967645093,17448.5788834872,4
